part_name,part_number,quantity,material_type,material_grade,material_thickness,finish,cut_len_in,num_cuts,mat_use_sqin,sheet_area_sqin,surf_area_sqin,volume_in3,length_in,thickness,source_file,part_id,price_per_part
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.25,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p250_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,62.9
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.25,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p250_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,95.01
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,24.62
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,69.75
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.25,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,104.73
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.25,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p250_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,19.42
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.25,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p250_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,61.06
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.25,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p250_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,93.17
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.375,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p375_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,26.13
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.375,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p375_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,96.42
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.375,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p375_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,133.29
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,29.88
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,103.28
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.375,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p375_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,143.02
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.375,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p375_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,24.68
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.375,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p375_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,94.59
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.375,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p375_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,131.46
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.125,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p125_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.09
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.125,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p125_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,40.74
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.125,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p125_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,76.52
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.84
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,47.59
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.125,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,86.25
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.125,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p125_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.64
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.125,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p125_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,38.9
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.125,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p125_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,74.68
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.25,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p250_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.86
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.25,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p250_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,73.58
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.25,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p250_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,105.69
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,25.61
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,80.43
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.25,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p250_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,115.41
Part 9,25-09-083-035,1,Aluminum,7075-T6,0.25,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_7075_T6_0p250_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.4
Part 7,25-09-719-699,1,Aluminum,7075-T6,0.25,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_7075_T6_0p250_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,71.74
Part 8,25-09-951-310,1,Aluminum,7075-T6,0.25,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_7075_T6_0p250_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,103.85
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.048,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p048_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.8
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.048,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,27.79
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.048,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,63.37
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.54
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,34.65
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.048,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,73.1
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.048,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.34
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.048,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,25.96
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.048,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p048_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.54
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.059,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p059_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.92
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.059,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,29.02
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.059,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,64.53
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.66
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,35.87
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.059,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,74.26
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.059,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.46
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.059,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,27.18
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.059,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p059_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,62.7
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.074,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p074_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.1
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.074,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,30.8
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.074,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,66.19
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.85
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,37.65
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.074,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,75.92
Part 9,25-09-083-035,1,Galvanized Steel,G90,0.074,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Galvanized_Steel_G90_0p074_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.65
Part 7,25-09-719-699,1,Galvanized Steel,G90,0.074,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,28.96
Part 8,25-09-951-310,1,Galvanized Steel,G90,0.074,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Galvanized_Steel_G90_0p074_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,64.36
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.03,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p030_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.8
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.03,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,28.04
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.03,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,63.69
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.03,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p030_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.55
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.03,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,34.89
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.03,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,73.42
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.03,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p030_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.35
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.03,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,26.2
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.03,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p030_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.86
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.048,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p048_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.09
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.048,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,31.02
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.048,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,66.64
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.048,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p048_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.83
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.048,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,37.87
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.048,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,76.36
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.048,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p048_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.63
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.048,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,29.18
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.048,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p048_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,64.8
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.06,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p060_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.31
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.06,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,33.28
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.06,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,68.81
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.06,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p060_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.06
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.06,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,40.13
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.06,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,78.53
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.06,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p060_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.85
Part 7,25-09-719-699,1,Stainless Steel,304-2B,0.06,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,31.44
Part 8,25-09-951-310,1,Stainless Steel,304-2B,0.06,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Stainless_Steel_304_2B_0p060_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,66.97
Part 9,25-09-083-035,1,Stainless Steel,304-2B,0.074,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Stainless_Steel_304_2B_0p074_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.61
