part_name,part_number,quantity,material_type,material_grade,material_thickness,finish,cut_len_in,num_cuts,mat_use_sqin,sheet_area_sqin,surf_area_sqin,volume_in3,length_in,thickness,source_file,part_id,price_per_part
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.25,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p250_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.5
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.25,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p250_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,58.9
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.25,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p250_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,91.01
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.25,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p250_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,24.25
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.25,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p250_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,65.75
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.25,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p250_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,100.73
Part 9,25-09-083-035,1,Aluminum,5052-H32,0.25,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_5052_H32_0p250_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,19.04
Part 7,25-09-719-699,1,Aluminum,5052-H32,0.25,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_5052_H32_0p250_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,57.06
Part 8,25-09-951-310,1,Aluminum,5052-H32,0.25,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_5052_H32_0p250_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,89.17
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.04,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p040_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.66
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.04,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p040_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,26.58
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.04,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p040_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,62.28
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.04,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p040_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.41
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.04,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p040_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,33.43
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.04,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p040_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,72.0
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.04,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p040_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.21
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.04,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p040_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,24.74
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.04,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p040_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,60.44
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.05,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p050_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.79
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.05,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p050_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,27.75
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.05,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p050_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,63.37
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.05,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p050_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.53
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.05,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p050_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,34.61
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.05,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p050_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,73.09
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.05,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p050_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.33
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.05,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p050_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,25.92
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.05,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p050_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,61.53
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.063,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p063_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.93
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.063,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p063_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,29.19
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.063,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p063_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,64.73
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.063,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p063_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.68
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.063,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p063_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,36.04
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.063,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p063_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,74.45
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.063,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p063_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.47
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.063,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p063_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,27.35
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.063,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p063_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,62.89
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.08,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p080_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.07
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.08,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p080_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,30.65
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.08,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p080_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,66.19
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.08,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p080_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.81
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.08,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p080_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,37.51
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.08,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p080_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,75.91
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.08,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p080_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.61
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.08,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p080_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,28.82
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.08,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p080_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,64.35
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.09,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p090_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.15
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.09,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p090_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,31.52
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.09,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p090_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,67.05
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.09,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p090_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.89
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.09,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p090_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,38.37
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.09,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p090_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,76.78
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.09,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p090_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.69
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.09,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p090_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,29.68
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.09,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p090_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,65.21
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.1,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p100_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.26
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.1,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p100_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,32.64
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.1,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p100_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,68.11
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.1,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p100_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.01
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.1,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p100_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,39.5
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.1,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p100_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,77.83
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.1,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p100_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,15.8
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.1,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p100_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,30.81
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.1,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p100_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,66.27
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.125,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p125_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,17.6
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.125,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p125_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,35.4
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.125,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p125_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,71.18
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.125,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.34
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.125,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,42.25
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.125,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p125_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,80.91
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.125,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p125_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.14
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.125,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p125_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,33.56
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.125,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p125_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,69.35
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.16,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p160_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.22
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.16,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p160_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,40.98
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.16,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p160_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,76.13
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.16,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p160_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,21.96
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.16,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p160_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,47.84
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.16,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p160_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,85.85
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.16,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p160_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,16.76
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.16,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p160_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,39.15
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.16,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p160_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,74.29
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.187,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p187_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,19.59
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.187,Deburred,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p187_Deburred.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,52.05
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.187,Deburred,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p187_Deburred.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,85.03
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.187,Matte Black Powder Coat,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p187_Matte_Black_Powder_Coat.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,23.34
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.187,Matte Black Powder Coat,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p187_Matte_Black_Powder_Coat.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,58.9
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.187,Matte Black Powder Coat,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p187_Matte_Black_Powder_Coat.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,94.76
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.187,No Deburring,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p187_No_Deburring.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,18.14
Part 7,25-09-719-699,1,Aluminum,6061-T6,0.187,No Deburring,178.02999877929688,40,70.82599639892578,30.315000534057617,82.88300323486328,3.7890000343322754,16.062999725341797,0.125,Aluminum_6061_T6_0p187_No_Deburring.json,part_335lzTrYmR2EiPWiK59j1lxxuMP,50.21
Part 8,25-09-951-310,1,Aluminum,6061-T6,0.187,No Deburring,134.12899780273438,161,70.82599639892578,63.93899917602539,144.64500427246094,7.992000102996826,16.062999725341797,0.125,Aluminum_6061_T6_0p187_No_Deburring.json,part_335lzQlfFG2HuqDzPUz9AxhFkha,83.2
Part 9,25-09-083-035,1,Aluminum,6061-T6,0.25,Deburred,23.56599998474121,21,6.564000129699707,5.586999893188477,14.119000434875488,0.6980000138282776,3.4149999618530273,0.125,Aluminum_6061_T6_0p250_Deburred.json,part_335lzP77xQz5zcM2TgXmU7ec1xx,20.87
